account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-94d3da,0.031269035097683445,3.1%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (29.42 min); long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 3.1%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (29.42 min); long-term satisfaction is moderate."
A-3cc791,0.015480881124408258,1.5%,Recent satisfaction neutral sentiment; recent satisfaction levels are weakening; Seats,Low Risk,Predicted churn risk is 1.5%. Key drivers include: Recent satisfaction neutral sentiment; recent satisfaction levels are weakening; Seats.
A-9bfc9f,0.015516293305126123,1.6%,"Ticket elevated; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-a7bd4b,0.015701391084006852,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction levels are weakening; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction levels are weakening; Seats."
A-39868b,0.015317550061792527,1.5%,"recent usage intensity has dropped significantly; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Usage stable usage",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: recent usage intensity has dropped significantly; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Usage stable usage."
A-39b19f,0.015306729320110467,1.5%,"customer was acquired organically, a cohort associated with higher retention; customer sentiment appears neutral and may indicate disengagement risk; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer sentiment appears neutral and may indicate disengagement risk; recent satisfaction appears stable."
A-b179bf,0.015374641006618148,1.5%,"support ticket activity has remained stable recently; Ticket elevated; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: support ticket activity has remained stable recently; Ticket elevated; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels."
A-a0ca4e,0.016490199679455825,1.6%,"recent usage intensity has dropped significantly; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent usage intensity has dropped significantly; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention."
A-bc4d48,0.015404481637706514,1.5%,"customer was acquired organically, a cohort associated with higher retention; Ticket elevated; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Ticket elevated; customer is currently in the trial phase, a stage characterized by high churn variability."
A-cbbe12,0.018853106413711903,1.9%,Recent satisfaction very positive sentiment; Usage stable usage; Country de,Low Risk,Predicted churn risk is 1.9%. Key drivers include: Recent satisfaction very positive sentiment; Usage stable usage; Country de.
A-b9f5b1,0.015419703854716896,1.5%,"short-term usage appears stable; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: short-term usage appears stable; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability."
A-8145a0,0.01569106187657664,1.6%,"customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-66224b,0.015390658738180955,1.5%,"Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability."
A-751bd4,0.015445321112343117,1.5%,customer sentiment appears neutral and may indicate disengagement risk; Country uk; recent satisfaction appears stable,Low Risk,Predicted churn risk is 1.5%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; Country uk; recent satisfaction appears stable.
